har_0_d5,har_1_d5,har_2_d5,har_3_d5,har_4_d5,har_5_d5,har_6_d5,har_7_d5,har_8_d5,har_9_d5,har_10_d5,har_11_d5,har_12_d5,har_13_d5,har_14_d5,har_15_d5,har_16_d5,har_17_d5,har_18_d5,har_19_d5,har_20_d5,har_21_d5,har_22_d5,har_23_d5,har_24_d5,har_25_d5,har_26_d5,har_27_d5,har_28_d5,har_29_d5,har_30_d5,har_31_d5,har_32_d5,har_33_d5,har_34_d5,har_35_d5,har_36_d5,har_37_d5,har_38_d5,har_39_d5,har_40_d5,har_41_d5,har_42_d5,har_43_d5,har_44_d5,har_45_d5,har_46_d5,har_47_d5,har_48_d5,har_49_d5,har_50_d5,har_51_d5,label
7.281946478806113e-05,2050.6057176714557,0.4448363815907534,1846.8480729583953,0.03016573062783308,192.22396681973044,5336.786574162128,8.165751229649313,14.104081898564848,3.357135431724738e-05,6.5543308273691565,-0.07767828988301667,0.8247021207580334,6.887051696732147e-05,2908.271328029378,0.21009053354971777,1840.8890205472835,0.02433169511288814,192.38393512851897,4455.284754159802,8.059842260320224,14.171783947522034,2.6055894903880573e-05,6.802547823162375,-0.06801449504977886,0.7945549988028088,6.941393998534588e-05,2837.035885167462,0.22789965591121195,1837.2196741575335,0.02476253744102734,191.96196172248796,4511.842811462666,8.069286877537309,14.171815788357318,2.6705277848993907e-05,6.78535378469942,-0.06757347054395642,0.7929951760317998,6.931434450605248e-05,2787.3081395348863,0.24388919565582098,1843.1876145140486,0.02567278474801793,192.39173806609546,4585.442318521353,8.079433300516186,14.164966957604594,2.694930342663641e-05,6.7728616051598785,-0.06911458064949569,0.7982810203928223,0
9.655866104609942e-05,1552.9371287845834,0.5864011608635258,1877.3470593230595,0.0382900264285788,157.82558307982023,5956.451108507645,8.192339071118361,13.793629379391128,4.394757311716507e-05,6.356132500266169,-0.10490198768186908,0.8847769257887256,8.529150994326157e-05,2733.4342799416345,0.27076082459100775,1874.1685664436473,0.02848559884514274,156.62723089011115,4763.239985832988,8.086139077780562,13.944755746900494,2.9359843409068935e-05,6.753166656019509,-0.08275440356287801,0.836629008542733,8.571746448579826e-05,2689.315515610219,0.28541022046830716,1881.719829083393,0.031143873362254118,157.46084709992,4837.563800723368,8.093930470107317,13.952744255653183,2.9528175367474654e-05,6.7448582323206985,-0.08286206345979961,0.8370452253577777,8.499052966968928e-05,2707.432334343551,0.27706855214586007,1872.537390910271,0.02842221934127135,156.58786994425122,4782.717229297545,8.086067477084551,13.948786921081378,2.9126378008776968e-05,6.7493134673928665,-0.08206334369866665,0.834799838504484,0
7.330695716801057e-05,2020.4050724637657,0.5264504580191478,2133.2562840336177,0.029466942147677783,185.07045707915267,6512.620063670693,8.25648034052156,14.142384826242061,3.403978145497828e-05,6.543936347956918,-0.08898346303214037,0.855611839151657,6.73898237836704e-05,2919.7719810915355,0.32132149984745645,2151.0715165098736,0.023934143115896086,186.1253975075204,5684.514084947972,8.197602706279074,14.252917056874718,2.6247514329985524e-05,6.804645770652095,-0.07569407896993743,0.8210626415846559,6.774913392215722e-05,2759.9034357541896,0.3590275479903511,2152.903316750215,0.026858785855842462,186.48019553072623,5851.709831246677,8.215142727390269,14.24757437829556,2.738013427525439e-05,6.765700908266387,-0.07667675807110184,0.8239554296297497,6.796026319088848e-05,2834.473828964333,0.3410174418484177,2150.644045052517,0.025532855172342,186.1182925082366,5768.102351245769,8.206516141847112,14.24043441170543,2.696619628682606e-05,6.783623001880923,-0.0773025544928318,0.8257128987780011,0
8.069275640555139e-05,1462.325768852235,0.6619259027599899,2162.7296808458095,0.043505130453362094,168.52521087007813,7188.59295453101,8.35092731915397,14.217073600786744,4.459810427402353e-05,6.312534128924401,-0.07774165928472193,0.8266499662102063,7.161308609957794e-05,2147.891173943215,0.5028653220158136,2160.2709175837663,0.03589134616423645,168.37327725815504,6493.1924963918245,8.302551083165412,14.376089134798308,3.5240798086699424e-05,6.580180773627599,-0.056042497998431834,0.7506465470454885,8.120801590596468e-05,1968.514240506329,0.5457631928668518,2166.836999549131,0.041890642968283806,167.56578689808174,6698.833757690194,8.318810821845597,14.319402555806004,3.758052293357566e-05,6.51763288424535,-0.06367779090682543,0.7810763199695688,7.33778590327809e-05,2034.2152642363706,0.5291805774749452,2160.2924252005623,0.037426544418063035,168.36980698681288,6606.954436565855,8.30931219549035,14.356603892514904,3.601171221955175e-05,6.545169080248595,-0.05866327233407821,0.7616199195525795,0
7.746796464209249e-05,1720.4707391664922,0.5543702445390108,1930.3813514278372,0.03238028341630228,182.96337860252953,6001.054666544813,8.210438957217917,14.05484936779539,3.7907031411539075e-05,6.429365092240505,-0.08626394403873042,0.8475533493897318,6.984479227967594e-05,2730.3939878477786,0.29295327319528425,1930.8440901685299,0.025599378866482843,182.86643215009076,4992.9823728263145,8.114509450298645,14.18384511546772,2.734215871943532e-05,6.757953956973779,-0.06884667546588205,0.7976608459913723,7.064254160779891e-05,2589.4737691686873,0.32779319047605476,1926.0990311914138,0.027338501103354014,183.12687130620432,5114.92235559698,8.133098347365035,14.176495637677643,2.8362516370381133e-05,6.721027163379018,-0.06974708789882558,0.8006391586526879,7.042964343064766e-05,2623.4618644067805,0.3212402490666941,1932.5408296525184,0.02578263886705697,182.93004477134645,5106.701454203285,8.122115027146487,14.176595286589851,2.7810303746492917e-05,6.73036578061739,-0.07004791943601893,0.8016643459149393,0
7.296490615687787e-05,2004.493036364134,0.4982327875238771,1997.4332584151325,0.03123397515238774,190.18866117601976,5985.239997296434,8.22697075136703,14.134579334492669,3.389610288079258e-05,6.539435370981811,-0.08281521427949251,0.8397028534809339,6.604653623808109e-05,3382.036004744151,0.15385885096494872,1998.5058099355228,0.02304804689044164,189.35651756466723,4611.987234997934,8.074561229341509,14.258339248970636,2.3054442177436654e-05,6.910386013374097,-0.06556694997847842,0.7871542766435187,6.663226789864921e-05,3216.4861019009736,0.19735652019522898,2003.6829444396208,0.02414688910900164,189.26820844385503,4798.245675857506,8.105511977736468,14.257547312554035,2.417651582553423e-05,6.874409034344277,-0.0658609172350507,0.7882208965644405,6.688185670110938e-05,3271.524822094202,0.18063473226441235,1996.3775320471195,0.0238957311668715,189.28908279679197,4713.985306094255,8.091319723124345,14.252617980631936,2.369861203293862e-05,6.886640464392089,-0.06615831602399626,0.7892264547581956,0
6.92903703861708e-05,1925.7440873256483,0.5172886104054558,1994.7158165701494,0.032454819472142724,185.89569436021816,6053.119178954927,8.249856047497001,14.231142049018878,3.519531654349564e-05,6.511600927168575,-0.07260814727704785,0.8110197996380496,6.20677554110115e-05,3000.7720920545685,0.24327003627226368,1982.7231878544935,0.02483414426946061,186.35280641466213,4930.120659363427,8.139431185712375,14.361903017293464,2.54154799164522e-05,6.826443123726071,-0.054468867668212524,0.7433332918040852,6.188558169516588e-05,2919.8250819000805,0.2643497397345357,1984.5198456440648,0.025465290559201267,186.9436732186732,5018.254300676184,8.152814747528282,14.36136936924921,2.6070730240076293e-05,6.807360128575475,-0.05501252479097026,0.7457941373305007,6.201223456140889e-05,3022.1303342705423,0.23761563913765937,1982.025399138678,0.02533255186331775,186.3291471415183,4905.971262284205,8.136733588512502,14.364412992219872,2.5264549751126265e-05,6.831174211510392,-0.05407686616181053,0.7415777922742595,0
7.885554809497298e-05,1701.8361220472452,0.47472618997300636,1619.951432529815,0.032402665871603745,170.75410104986884,4777.969608072013,8.064494997458594,14.077847185703998,3.941495639791029e-05,6.423503771625994,-0.05334395816614243,0.7332820420070512,7.319764300645263e-05,2263.7835648148157,0.3038445510924553,1625.918154032487,0.02874851519284623,170.78805499776888,4239.889051315131,8.005919165467983,14.179303639198622,3.2332955343238276e-05,6.626008000317629,-0.03980796898114914,0.6616707731061088,7.323064488368113e-05,2243.6207766218436,0.3172335839580318,1643.0368599763651,0.030940962071389744,171.36777828035682,4328.5266632836065,8.017050721979505,14.18350214826702,3.260288039234256e-05,6.620881114785983,-0.04100772123302642,0.6691635361693347,7.358324479931496e-05,2281.5263554216876,0.2982215015537145,1625.5316745047912,0.028378610981209237,170.7727855867917,4220.600342597463,8.00254386639999,14.17793667947846,3.245251037213218e-05,6.6304352272827405,-0.03995740987903895,0.6625826871200864,0
7.368629667113064e-05,1732.1300612967307,0.5534519437234983,1939.4665780654332,0.034284673385832666,175.83057066390404,6025.736250965027,8.24802518988176,14.135865673362133,3.930759386158233e-05,6.4355664049200305,-0.07759433874568587,0.824950959174157,6.567983422981009e-05,2612.54645498428,0.329570376933157,1948.4121562479104,0.026425940071016812,175.71150524777465,5181.102170007376,8.164466398691772,14.270919498139541,2.8907521291670464e-05,6.727312999090263,-0.0597282421173741,0.7646192804354649,6.740752517010517e-05,2447.8896308019175,0.37135584036825403,1946.9596538014985,0.02952058795281587,176.1370347085222,5339.948984404073,8.184204488422314,14.25385589169052,3.0502949556907605e-05,6.681758084211472,-0.062167101012027076,0.7741462540785429,6.604681682863378e-05,2585.967406226474,0.33636106411094036,1948.3240557322933,0.02738730926988645,175.7410654975422,5207.328816702713,8.16997118367176,14.270555470253393,2.947026835628387e-05,6.719057723022292,-0.05980650900080111,0.7649352865313558,0
7.508347512875708e-05,1842.9418666242912,0.5515958449285766,2055.0008800997275,0.0328569074154372,176.16020445998205,6377.061653774592,8.253208257760537,14.106000156273577,3.585608842955919e-05,6.479803656698584,-0.08730958129517231,0.8509554329496082,6.958686791497807e-05,2792.039102336866,0.31971898690287737,2052.121879475607,0.024990126427584677,175.1807596869631,5416.448415565545,8.152288600974886,14.205192008502499,2.6523129343749636e-05,6.775465411600779,-0.07274409186927368,0.8110460327557761,7.014491139034659e-05,2608.832507063275,0.3601620957847941,2038.6667387759198,0.02770023127124997,175.15821738898654,5545.834448040387,8.170518758604588,14.192714726158075,2.807332856926085e-05,6.726950577970687,-0.0736388152458193,0.8137122314364443,7.007277442203492e-05,2785.845826629943,0.32167506183450956,2053.4744264040846,0.02527697591216181,175.1858315381888,5428.0518789863745,8.153611628411607,14.203189757674696,2.681017844695383e-05,6.772695046604827,-0.07310541192612005,0.8121764538295524,0
