har_0,har_1,har_2,har_3,har_4,har_5,har_6,har_7,har_8,har_9,har_10,har_11,har_12,label
0.00027214845290687454,8217.701434433146,0.220303971223766,5271.258438583337,0.027420394329360817,232.5549432722437,12867.332319900195,8.320003420722028,13.28486080303992,2.123547013197513e-05,7.175387888712043,-0.045121638968958544,0.6759471538433036,0
0.00022796757264669965,8247.328147460446,0.23044376093209473,5362.152091203565,0.026674009482579315,218.69654980035438,13201.280217353815,8.213690789827105,13.222994931323376,2.4534854954114963e-05,7.014171938281269,-0.06665561265134408,0.7704026515264741,0
0.0007439517109009647,7909.780521292772,0.31479138983673977,5770.0524862542725,0.04013547424351334,231.7621684065043,15170.42942372431,8.179757748935998,13.08774017677088,2.7629583449456557e-05,6.936715931839869,-0.05072368678529869,0.7006313499709368,0
0.0007691874238604346,6590.425978461557,0.4099833091467212,5584.635788074609,0.045045222798887605,234.11669061029602,15748.117173836883,8.391867617700521,13.367043998262417,2.641450182400438e-05,7.052724711422191,-0.03265146222052614,0.5921811815513275,0
0.0005874168423280924,7400.8753304996335,0.2854509900730332,5177.226934868515,0.0382885002175123,225.428458251216,13308.032408974434,8.27974410948209,13.255836986296956,2.460433409094906e-05,7.088795752544967,-0.04727552768211031,0.6845654847095074,0
0.0005046045994266694,8929.508789642981,0.19452615683329283,5545.522794033586,0.03371088842294074,228.35908245502645,13252.582386491376,8.111422730937429,13.204705567733786,2.5383505507453897e-05,6.980475783135504,-0.042657583959684046,0.6580545909191814,0
0.0003859578500607569,8369.36187323834,0.22872683029862995,5429.34320997686,0.0315941198779048,232.01749748443316,13348.01096666909,8.182378781960942,13.346241814583392,2.511532352567346e-05,6.9933525293274315,-0.034555384251330354,0.606811773763099,0
0.0002207000392289595,6786.131442654789,0.2952861971549284,4814.734951439283,0.029088610463771775,212.2507919217315,12472.808363102344,8.275831959681277,13.430296703144961,2.5462648842115806e-05,7.029688242284294,-0.028804709818875313,0.5659099524814233,0
0.00032900031675679297,7776.359776500316,0.27054208570045585,5328.444586922438,0.031303273452253644,231.901630751134,13537.41857118943,8.351665217752654,13.364086552027082,2.2290069458788153e-05,7.147724604502171,-0.03971316776305258,0.6433038259109992,0
0.0008399732376248576,7553.47150916526,0.30756574014337246,5454.770205558836,0.04376220672805588,226.5579684158684,14265.609313070076,8.280307910172455,13.156721497103376,2.425038686721775e-05,7.119128611472958,-0.05202392720639834,0.7085094425000299,0
0.00023206330056604053,7585.225706418318,0.2549527787433152,5089.696566189679,0.0280745744403279,226.89666166352305,12773.560558340421,8.169130018880107,13.439159093076139,2.659245500073868e-05,6.924908386165559,-0.03801295143646789,0.6350805801762371,0
0.0006537709793737017,8191.235160246141,0.257070369781965,5512.507370075868,0.03772409648966694,240.00855006750442,13858.794320057315,8.304681858696867,13.249468033530189,2.2221579059734973e-05,7.170173042745493,-0.03924602211477389,0.6381500150434838,0
0.00026391974627059035,7658.878138135427,0.2476260296584671,5088.905390013727,0.02954592234354491,231.07094646337936,12696.74342191947,8.299428197430908,13.465764533769171,2.2816724648812896e-05,7.115338109824797,-0.030578353183646143,0.5822329793894746,0
0.00012015655778240264,7257.502139351077,0.17719951343360169,4414.839551712533,0.0211221176888346,213.92146396587538,10401.856067499059,8.166937226423887,13.46400854080505,2.534983215249984e-05,7.0086426885075745,-0.03824174365661409,0.637794681579686,0
0.00024615312359875486,6598.3012867744865,0.29344285634022294,4668.828830865597,0.030254969288653802,217.9099455432755,12077.014036687913,8.24414277099782,13.34140274158295,2.6082212774941636e-05,6.993293839136717,-0.047081709892740575,0.6879681893462032,0
0.0003628570611486576,7506.997562343582,0.2687458053080263,5130.550832141215,0.03174283122681655,226.7057061362064,13015.205766221254,8.288939238110602,13.248752184705463,2.306594419933401e-05,7.1139668718678255,-0.05114300873631971,0.7066952085288835,0
0.0007411681474818924,8027.488224116267,0.31161623830611407,5832.075775544535,0.038067696766859185,234.49710745893492,15300.814878061881,8.389030261344207,12.975314429531446,2.136193032922215e-05,7.2134617605453055,-0.06422327046076796,0.7573986891529978,0
0.0013152242722694425,8735.180900322188,0.287677708428133,6129.27125340103,0.04801710120434481,248.37489060916937,15781.904113281938,8.12625872023746,12.846048270481038,2.8231540324854708e-05,6.933754145783958,-0.06500392242457836,0.7595142062614447,0
0.00022355571521454198,6781.839979990986,0.3142120934020516,4946.96003286065,0.028999463919909957,213.08400474013337,13006.000151451606,8.304741674514,13.382431821621218,2.5687083198148898e-05,7.03657098193947,-0.032626897333969625,0.5945589386429001,0
0.00017492749563953285,5942.573476715533,0.32985708562367727,4436.422552844641,0.02965422132791299,195.03847345160088,11803.11673466302,8.224075992688146,13.381169145956502,2.8381120647895596e-05,6.932925792349792,-0.03309145462503773,0.5967651786893925,0
0.00012978289202409248,6142.057442604919,0.31056880552129384,4456.514962568306,0.024318536850641663,200.55192903031303,11684.002407668302,8.257047697381596,13.42759484769416,2.7832593178089696e-05,6.9528587368477766,-0.03471218154830824,0.6131694851200645,0
0.00013081068088489776,6271.296194260999,0.29665627468169653,4458.326611605482,0.023324599126597047,195.8646417802713,11562.010252160922,8.153223877423812,13.324596057454306,2.9236558530424997e-05,6.858944125311774,-0.053932396183905475,0.7217679326735623,0
0.00039193382715351714,8111.978131732455,0.24463124786635543,5369.645270782565,0.03293198945680176,231.70272649302407,13366.6029513978,8.349013589574547,13.357163999024799,2.1390730919133138e-05,7.183836815375238,-0.03531019734136578,0.6152165296815153,0
0.00042660144560073966,7419.20194888458,0.30522584147574816,5341.225113834207,0.03420737817545244,224.76250741682463,13945.698506452247,8.18250935865654,13.329772518645214,2.7840264180253978e-05,6.912221056324675,-0.03504046212583403,0.6114603005796636,0
0.0002984530257612619,7347.832884449166,0.29105576593948207,5185.058629737818,0.030652269873069918,222.47219377064502,13392.401634502101,8.341680279660968,13.342213484525185,2.33367920032691e-05,7.113165972895413,-0.03705703749730753,0.6261921810736482,0
0.0008325608148378536,8628.782052640245,0.2755332953345972,5946.134562644442,0.04043236553895556,255.06788317814394,15155.756197937506,8.39324538239772,12.846481511308186,2.061915236531214e-05,7.245353796768226,-0.08400267204803598,0.820198466008429,0
0.0005384817828405048,8628.382038676098,0.23328783082794405,5619.806139412631,0.033560083592859634,250.33630295899968,13850.842518974454,8.36657793334537,12.967540491068535,2.0519253289879052e-05,7.223112479969645,-0.07944380415512418,0.8098452180280848,0
0.00014176570223402608,6637.259922772915,0.26213690762748065,4497.621570193312,0.025495020289732873,204.5634965949056,11353.226358000338,8.140805099160513,13.49301587452996,2.8030652786427992e-05,6.896857260158601,-0.03066611992415707,0.584362382356662,0
0.00011858468052945998,6421.860165547217,0.2766098147048638,4439.160494141426,0.023345371175630854,205.4580055052583,11334.781811018502,8.148143097459615,13.476212534915014,2.9139821762873643e-05,6.863329742048907,-0.03613303194346724,0.6241142002843076,0
0.00036869362530618304,6608.941430827432,0.3799045768693213,5328.008413590842,0.03621482786039375,221.73459669135963,14703.092223535925,8.40825175340391,13.409941108568221,2.5471895217980895e-05,7.057831393702233,-0.03356090200393245,0.6013767164637962,0
0.00037567311983922305,6941.3896191503,0.36443353402571177,5459.7827465782375,0.03502640211151999,226.77821345022642,14897.741367162633,8.24473608982632,13.43419096016066,2.8973893263698295e-05,6.888502177448402,-0.03145820793080492,0.5865218214640439,0
0.0003052357563030496,6305.762799989687,0.40770907430205167,5322.863331774391,0.03549282598697834,218.43659058902898,14985.690527107885,8.39763244094426,13.41359915269201,2.6208807960203093e-05,7.021376285880914,-0.03788226134656548,0.6330746666106151,0
0.0005485515670098854,8795.12699156869,0.20633596798995357,5539.407848585247,0.0342984658268365,232.24216714182398,13362.5044027723,8.136246225760685,13.136221459723451,2.5298324751180192e-05,6.99253880641654,-0.053158166724042756,0.7127137122261784,0
