har_0,har_1,har_2,har_3,har_4,har_5,har_6,har_7,har_8,har_9,har_10,har_11,har_12,label
0.0028614206307759097,9150.929339829063,0.301714941802309,6551.684392946742,0.06500455686697372,278.70837751261774,17055.808231957923,8.353115116672297,12.338441084594951,2.3533140633009388e-05,7.327855806262237,-0.08483576820445815,0.8148453382017824,1
0.00038392034500311,9300.079480432947,0.17908523667683707,5664.4541026386605,0.027266251810058866,243.26343304769443,13357.736930121695,8.12322628171846,12.806595287392367,2.381368359741565e-05,6.994408561234959,-0.10189403708941408,0.8642311065503856,1
0.0005909613691169386,9184.681459790445,0.23587718902887947,6005.443308041185,0.0324544805141694,246.76510403406152,14837.09177237431,8.14864402283468,12.58400455341846,2.4726977391533773e-05,6.977258376381439,-0.11369186912355606,0.8834304197114906,1
0.0005129121892225673,7014.143398725328,0.38074003696384273,5662.284767079684,0.039163107618018306,230.92527086528156,15634.995669593389,8.249946248331572,13.245927366415728,2.937229173801023e-05,6.878453304538176,-0.04351631620732119,0.6654459844561353,1
0.0003734291477172409,8147.538071440598,0.23385798923274512,5313.28588735895,0.02762790392367659,228.54845202674318,13105.605477995205,8.101644457074098,12.72078692282004,2.6938883510230978e-05,6.910027605528067,-0.11922349148154152,0.8945181058570045,1
0.0026784445320900433,8344.48212990828,0.34599010487560067,6376.813956126552,0.06343828888021344,280.1698742656532,17162.77369459793,8.113540222941133,12.712000326771143,3.3575780853751846e-05,6.8789914099745175,-0.059870166855452156,0.7343535385247103,1
0.0012135160998027485,7698.795733994561,0.36968773337334193,6101.569385849184,0.04817821417766556,250.75089201036678,16707.481809402154,8.465996586857754,12.888960692707524,2.1513119415307648e-05,7.236335981732445,-0.08494516168854303,0.8235097116593284,1
0.00019815066312652127,7268.081427603164,0.18542479991233862,4465.7034143361125,0.021808593389659688,223.7825576778227,10594.73222974129,8.012597314715947,12.691690571774357,2.960737253243457e-05,6.832323877088013,-0.1417022672278792,0.9248602920282349,1
0.001437044378649837,7935.241718524721,0.35370331283027434,6137.416069585998,0.05163251294065528,257.76724335125164,16614.422559819304,8.193377025542361,12.807726490182922,3.042754259785298e-05,6.896254435104246,-0.0776716073854185,0.8005002165747963,1
0.002231873055816176,8965.912139171327,0.3155409748434728,6539.609598591252,0.05620369988572309,272.3562740230772,17192.526255193676,8.075744765618776,12.262095671541667,3.141264942895217e-05,6.8719569540947445,-0.11642579664391836,0.8827944756365469,1
